Title,Year,Rating,Genre,Director,Language,Country,Type
Together,2013,TV-MA,"Comedy, Drama",Lena Dunham,English,USA,episode
Under the Influence,2013,TV-14,"Comedy, Crime, Drama",John Terlesky,English,USA,episode
Jug Face,2013,R,"Drama, Horror, Thriller",Chad Crawford Kinkle,English,USA,movie
Gilbert Gottfried/T. J. Miller/Aisha Tyler,2013,TV-14,"Comedy, Talk-Show",Jay Karas,English,USA,episode
Michael Ian Black/Sherrod Small/Adam Carolla,2013,TV-14,"Comedy, Talk-Show",Jay Karas,English,USA,episode
Episode #2.6,2013,TV-14,"Comedy, Talk-Show",Jay Karas,English,USA,episode
The Miller's Daughter,2013,TV-PG,"Adventure, Fantasy, Romance",Ralph Hemecker,English,USA,episode
Mindless Behavior: All Around the World,2013,G,Documentary,Steven Goldfried,English,USA,movie
Freaks and Geeks,2013,TV-14,"Drama, Fantasy, Horror",John F. Showalter,English,USA,episode
Children of the Night,2013,TV-MA,"Horror, Mystery, Thriller",Deran Sarafian,English,USA,episode
Sexy Wives Sinsations,2013,TV-MA,"Comedy, Thriller",Jim Wynorski,English,USA,movie
Hard Bargain,2013,TV-14,"Drama, Romance",Tony Phelan,English,USA,episode
A View to a Kill,2013,TV-14,"Drama, Fantasy, Horror",Brad Turner,English,USA,episode
The One That Got Away,2013,TV-14,Comedy,Michael Spiller,English,USA,episode
"Getting Go, the Go Doc Project",2013,Unrated,Drama,Cory Krueckeberg,English,USA,movie
Emily and... The Social Experiment,2013,TV-14,Drama,Bharat Nalluri,English,USA,episode
Emily and... The Perfect Storm,2013,TV-14,Drama,Larry Shaw,English,USA,episode
Emily and... The Leap,2013,TV-PG,Drama,Jann Turner,English,USA,episode
The Red Team,2013,TV-14,"Crime, Drama, Mystery",Christine Moore,English,USA,episode
The Deductionist,2013,TV-14,"Crime, Drama, Mystery",John Polson,English,USA,episode
"A Giant Gun, Filled with Drugs",2013,TV-14,"Crime, Drama, Mystery",Guy Ferland,English,USA,episode
Frozen Fish Sticks,2013,TV-PG,Drama,Kevin Dowling,English,USA,episode
"Run, Steven Staven! Run!",2013,TV-14,Comedy,James Widdoes,English,USA,episode
Step Up All In,2014,PG-13,"Drama, Music, Romance",Trish Sie,English,USA,movie
I'll Be Your Meyer Lansky,2013,TV-14,"Comedy, Drama",Jackson Douglas,English,USA,episode
It's Back,2013,TV-MA,"Comedy, Drama",Jesse Peretz,English,USA,episode
Harry & Mindy,2013,TV-14,Comedy,Michael Weaver,English,USA,episode
Criminal Hatred,2013,TV-14,"Crime, Drama, Mystery",Adam Bernstein,English,USA,episode
"Dude, Where's My Husband?",2013,TV-14,"Comedy, Drama, Romance",Matthew Diamond,English,USA,episode
The Sun,2013,TV-MA,"Drama, Fantasy, Mystery",Daniel Attias,English,USA,episode
The Face of Change,2013,TV-14,"Drama, Romance",Rob J. Greenlea,English,USA,episode
Ring Up!,2013,TV-14,"Comedy, Drama, Romance",Pamela Fryman,English,USA,episode
Manhattan,2013,TV-PG,"Adventure, Fantasy, Romance",Dean White,English,USA,episode
The Queen Is Dead,2013,TV-PG,"Adventure, Fantasy, Romance",Gwyneth Horder-Payton,English,USA,episode
Changing of the Guard,2013,TV-14,Reality-TV,Tiff Winton,English,USA,episode
Truth or Consequences,2013,TV-14,"Drama, Thriller",Jeannot Szwarc,English,USA,episode
House Party: Tonight's the Night,2013,R,Comedy,Darin Scott,English,USA,movie
The Life We've Chosen,2013,TV-14,"Action, Crime, Drama",Brad Turner,English,USA,episode
A Boy and His Dog,2013,TV-14,"Horror, Mystery, Thriller",Ed Bianchi,English,USA,episode
There's Nothing Worse Than a Pantsuit,2013,TV-14,"Comedy, Drama",David Paymer,English,USA,episode
It's Not a Mint,2013,TV-14,"Comedy, Drama",Daniel Palladino,English,USA,episode
The Wind Cries Mary,2013,TV-MA,"Animation, Action, Comedy",Bryan Fordney,English,USA,episode
Legs,2013,TV-MA,"Animation, Action, Comedy",Bryan Fordney,English,USA,episode
Midnight Ron,2013,TV-MA,"Animation, Action, Comedy",Bryan Fordney,English,USA,episode
Welcome to Storybrooke,2013,TV-14,"Adventure, Fantasy, Romance",David Barrett,English,USA,episode
Lacey,2013,TV-PG,"Adventure, Fantasy, Romance",Milan Cheylov,English,USA,episode
"Selfless, Brave and True",2013,TV-PG,"Adventure, Fantasy, Romance",Ralph Hemecker,English,USA,episode
Second Star to the Right,2013,TV-PG,"Adventure, Fantasy, Romance",Ralph Hemecker,English,USA,episode
The Evil Queen,2013,TV-PG,"Adventure, Fantasy, Romance",Gwyneth Horder-Payton,English,USA,episode
And Straight on 'til Morning,2013,TV-PG,"Adventure, Fantasy, Romance",Dean White,English,USA,episode
The Astronaut and the Ballerina,2013,TV-14,"Comedy, Drama",Daniel Palladino,English,USA,episode
Pilot,2013,TV-14,Drama,Richard Shepard,English,USA,episode
Dead to Rights,2013,TV-14,"Action, Adventure, Crime",Glen Winter,English,USA,episode
The Spoiler Alert Segmentation,2013,TV-14,Comedy,Mark Cendrowski,English,USA,episode
This Is Why We Fight,2013,TV-14,"Drama, Romance",Jeannot Szwarc,English,USA,episode
The Retrieval,2013,R,"Drama, History, Western",Chris Eska,English,USA,movie
Norcen,2013,Not Rated,"Documentary, Short",Jeffrey Jennings,English,USA,movie
Space Invaders,2013,TV-PG,"Comedy, Romance",Joe Pennella,English,USA,episode
Pass Interference,2013,TV-PG,Comedy,Jamie Babbit,English,USA,episode
Cooler,2013,TV-14,Comedy,Max Winkler,English,USA,episode
The Cooper/Kripke Inversion,2013,TV-14,Comedy,Mark Cendrowski,English,USA,episode
Congressman Richards' Campaign Job,2013,Not Rated,Comedy,John Huynh,English,USA,episode
Mega Mission,2013,TV-Y7,"Action, Adventure, Fantasy",Jonathan Tzachor,English,USA,episode
Inevitability,2013,TV-14,"Action, Crime, Drama",Mark C. Baldwin,English,USA,episode
Dominion,2014,Not Rated,"Action, Sci-Fi, Thriller",Richard Lowry,English,USA,movie
Nazdarovya!,2013,TV-14,"Action, Drama",Joe Chappelle,English,USA,episode
Hits and Myths,2013,TV-PG,Drama,John T. Kretchmer,English,USA,episode
He Blasted Me with Science,2013,TV-Y7,"Action, Adventure, Fantasy",Jonathan Tzachor,English,USA,episode
Going Viral,2013,TV-Y7,"Action, Adventure, Fantasy",Jonathan Brough,English,USA,episode
Stranger Ranger,2013,TV-Y7,"Action, Adventure, Fantasy",Jonathan Brough,English,USA,episode
Man and Machine,2013,TV-Y7,"Action, Adventure, Fantasy",John Laing,English,USA,episode
"Take Me Home, Country Roads",2013,TV-PG,"Comedy, Drama, Romance",Jeremiah S. Chechik,English,USA,episode
Secrets Exhumed,2013,TV-14,"Crime, Drama, Mystery",Laura Belsey,English,USA,episode
Union,2013,TV-PG,"Drama, Mystery, Thriller",Wendey Stanzler,English,USA,episode
A Little Taste,2013,TV-14,"Action, Drama",Arthur W. Forney,English,USA,episode
Dirty Teacher,2013,TV-14,"Drama, Mystery, Thriller",Doug Campbell,English,USA,movie
The One That Got Away,2013,TV-14,Comedy,Michael Spiller,English,USA,episode
Episode #21.86,2013,TV-14,"Comedy, Music, Talk-Show",Liz Plonka,English,USA,episode
Power: The Truth Behind Mass-Shootings,2013,Not Rated,"Documentary, Crime",Josh Surratt,English,USA,movie
Double Down,2013,TV-PG,Comedy,Michael Lehmann,English,USA,episode
The Empire State Strikes Back,2013,TV-14,"Comedy, Drama, Romance",Stuart Gillard,English,USA,episode
We Are Never Ever Getting Back Together,2013,TV-PG,"Comedy, Drama, Romance",David Paymer,English,USA,episode
Where I Lead Me,2013,TV-PG,"Comedy, Drama, Romance",Kevin Mock,English,USA,episode
Bring It On,2013,TV-14,"Drama, Fantasy, Horror",Jesse Warn,English,USA,episode
Any Means Possible,2013,TV-14,"Drama, Thriller",Steven A. Adelson,English,USA,episode
The Blood Is the Life,2013,TV-14,"Drama, Horror",Steve Shill,English,USA,episode
The Frankenstein Theory,2013,Unrated,"Horror, Sci-Fi",Andrew Weiner,English,USA,movie
Week Five: Waist & Money,2013,TV-PG,"Game-Show, Reality-TV",Matthew Bartley,English,USA,episode
Canary,2013,TV-14,"Action, Comedy, Crime",Terrence O'Hara,English,USA,episode
Detour,2013,TV-14,"Action, Comedy, Crime",Mario Van Peebles,English,USA,episode
Nicotine,2013,Not Rated,Drama,Justin Christopher Ayd,English,USA,movie
Runnin' with the Devil,2013,TV-14,"Crime, Drama, Mystery",Christopher Misiano,English,USA,episode
Whips & Regret,2013,TV-14,"Crime, Drama, Mystery",Marcos Siega,English,USA,episode
The Curse,2013,TV-14,"Crime, Drama, Mystery",David Von Ancken,English,USA,episode
Hertz,2013,Not Rated,"Short, Drama",Tim Moore,English,USA,movie
"The Doorway, Part 2",2013,TV-14,Drama,Scott Hornbacher,English,USA,episode
Down the Rabbit Hole,2013,TV-14,"Drama, Fantasy, Horror",Chris Grismer,English,USA,episode
Canary,2013,TV-14,"Action, Comedy, Crime",Terrence O'Hara,English,USA,episode
American Mustang,2013,PG,"Documentary, Family, Western",Monty Miranda,English,USA,movie
Females Only,2014,TV-MA,"Comedy, Drama",Lena Dunham,English,USA,episode
Episode #21.89,2013,TV-14,"Comedy, Music, Talk-Show",Liz Plonka,English,USA,episode
Episode #21.88,2013,TV-14,"Comedy, Music, Talk-Show",Liz Plonka,English,USA,episode
Down the Rabbit Hole,2013,TV-14,"Drama, Fantasy, Horror",Chris Grismer,English,USA,episode
Home,2013,TV-14,"Action, Adventure, Drama",Jon Cassar,English,USA,episode
The Fall Guy,2013,TV-PG,Drama,Arlene Sanford,English,USA,episode
Atonement,2013,TV-PG,Drama,Vincent Misiano,English,USA,episode
The Huntress Returns,2013,TV-14,"Action, Adventure, Crime",Guy Norman Bee,English,USA,episode
Hookman,2013,TV-14,"Action, Crime, Drama",Peter Weller,English,USA,episode
P.S. I Love You,2013,TV-14,"Comedy, Drama, Romance",Pamela Fryman,English,USA,episode
The Huntress Returns,2013,TV-14,"Action, Adventure, Crime",Guy Norman Bee,English,USA,episode
Gather No Moss,2013,Not Rated,Short,Emile Doucette,English,USA,movie
One Big Act,2013,Not Rated,"Short, Crime, Drama",Jesse Allen Michael Hibbs,English,USA,movie
Mindy's Minute,2013,TV-14,Comedy,B.J. Novak,English,USA,episode
Pilot,2013,TV-14,"Drama, Mystery, Sci-Fi",Niels Arden Oplev,English,USA,episode
The Truth,2013,TV-14,"Horror, Mystery, Thriller",Tucker Gates,English,USA,episode
What's Wrong with Norman,2013,TV-14,"Horror, Mystery, Thriller",Paul A. Edwards,English,USA,episode
Ocean View,2013,TV-14,"Horror, Mystery, Thriller",David Straiton,English,USA,episode
Trust Me,2013,TV-14,"Horror, Mystery, Thriller",Johan Renck,English,USA,episode
Two of a Kind,2013,TV-14,"Action, Crime, Drama",Jerry Levine,English,USA,episode
Pilot,2013,TV-14,"Drama, Horror, Mystery",Niels Arden Oplev,English,USA,episode
The Third Man,2013,TV-14,"Action, Crime, Drama",Matt Earl Beesley,English,USA,episode
Now Showing: Murphy's Law,2013,Not Rated,"Short, Comedy",Scott Bosch,English,USA,movie
Monster's Legacy,2013,TV-14,"Crime, Drama, Mystery",Jean de Segonzac,English,USA,episode
He's Back,2013,TV-14,"Comedy, Drama",Kevin Bray,English,USA,episode
Details,2013,TV-14,"Crime, Drama, Mystery",Sanaa Hamri,English,USA,episode
Mindy's Minute,2013,TV-14,Comedy,B.J. Novak,English,USA,episode
Sacrifice,2013,TV-PG,"Drama, Mystery, Thriller",Stefan Schwartz,English,USA,episode
Details,2013,TV-14,"Crime, Drama, Mystery",Sanaa Hamri,English,USA,episode
Pilot,2013,TV-14,"Drama, Horror, Mystery",Niels Arden Oplev,English,USA,episode
Sacrifice,2013,TV-PG,"Drama, Mystery, Thriller",Stefan Schwartz,English,USA,episode
Stand by Me,2013,TV-14,"Drama, Fantasy, Horror",Lance Anderson,English,USA,episode
Going for the Gold,2013,TV-14,"Crime, Drama, Mystery",Rosemary Rodriguez,English,USA,episode
Blaken,2013,TV-14,Comedy,Michael Blieden,English,USA,episode
Man with a Plan,2013,TV-14,Drama,John Slattery,English,USA,episode
Week Six: Lead by Example,2013,TV-PG,"Game-Show, Reality-TV",Matthew Bartley,English,USA,episode
House of Good and Evil,2013,Not Rated,"Horror, Thriller",David Mun,English,USA,movie
Breaking Arlana Miller,2013,Not Rated,Drama,Bohdan Neswiacheny,English,USA,movie
Viral,2013,TV-14,"Action, Drama",Michael Brandt,English,USA,episode
Kekoa,2013,TV-14,"Action, Crime, Drama",Larry Teng,English,USA,episode
Wreckage,2014,TV-MA,"Comedy, Drama",Stephen Hopkins,English,USA,episode
Once Bitten,2013,TV-MA,"Animation, Action, Comedy",Bryan Fordney,English,USA,episode
Vicious Coupling,2013,TV-MA,"Animation, Action, Comedy",Bryan Fordney,English,USA,episode
Live and Let Dine,2013,TV-MA,"Animation, Action, Comedy",Bryan Fordney,English,USA,episode
Sea Tunt: Part 2,2013,TV-MA,"Animation, Action, Comedy",Bryan Fordney,English,USA,episode
New Blood Rising,2014,Not Rated,Horror,Chad Zuver,English,USA,movie
Interfase 551,2013,Not Rated,Short,Carlos Ram�rez-Torres,Spanish,USA,movie
Last Woman Standing,2013,TV-14,"Crime, Drama, Mystery",Brad Tanenbaum,English,USA,episode
The Song Remains the Same,2013,TV-14,"Action, Adventure, Drama",John F. Showalter,English,USA,episode
About Alex,2014,R,Drama,Jesse Zwick,English,USA,movie
Weekend at Barney's,2013,TV-14,"Comedy, Drama, Romance",Pamela Fryman,English,USA,episode
The Tangible Affection Proof,2013,TV-14,Comedy,Mark Cendrowski,English,USA,episode
Regret Me Not,2013,TV-PG,Drama,John Fortenberry,English,USA,episode
A Space in the Time,2013,Not Rated,Fantasy,Scott Shaw,English,USA,movie
Normandy,2013,TV-14,"Comedy, Drama",Terry McDonough,English,USA,episode
Deadly Ambition,2013,TV-14,"Crime, Drama, Mystery",Jim McKay,English,USA,episode
Insatiable,2013,TV-14,"Drama, Thriller",Lee Rose,English,USA,episode
A Portrait of the Artist as a Young Call Girl,2013,TV-14,"Comedy, Drama, Romance",Bethany Rooney,English,USA,episode
This Is How It Ends,2013,TV-14,Drama,John Behring,English,USA,episode
Emily,2013,Not Rated,Drama,Chris Hollo,English,USA,episode
Midget Zombie Takeover,2013,Not Rated,"Comedy, Horror",Glenn Berggoetz,English,USA,movie
Keep on Keepin' On,2014,R,Documentary,Alan Hicks,English,USA,movie
Cold Turkey,2013,TV-PG,"Drama, Thriller",Fred Gerber,English,USA,episode
Havenport,2013,TV-14,"Crime, Drama, Mystery",Nicole Kassell,English,USA,episode
The Final Chapter,2013,TV-14,"Crime, Drama, Mystery",Marcos Siega,English,USA,episode
The End Is Near,2013,TV-14,"Crime, Drama, Mystery",Joshua Butler,English,USA,episode
Bad Crazy,2013,TV-14,"Comedy, Drama, Romance",Pamela Fryman,English,USA,episode
The Upper Footage (UPPER),2013,Not Rated,"Crime, Drama, Thriller",Justin Cole,English,USA,movie
The Night the Lights Went Out in Georgia,2013,TV-14,"Action, Adventure, Drama",Nick Copus,English,USA,episode
616: Paranormal Incident,2013,Not Rated,Horror,David Chirchirillo,English,USA,movie
Pa'ani,2013,TV-14,"Action, Crime, Drama",Jeffrey G. Hunt,English,USA,episode
You're No Good,2013,TV-MA,"Drama, Fantasy, Mystery",Howard Deutch,English,USA,episode
With Fire,2013,TV-14,"Action, Crime, Drama",Eagle Egilsson,English,USA,episode
Go Deep,2013,TV-PG,Comedy,Linda Mendoza,English,USA,episode
Carbon Copy,2013,TV-14,"Crime, Drama, Mystery",Rob Hardy,English,USA,episode
Better to Lie,2013,TV-14,"Action, Drama",Joe Chappelle,English,USA,episode
"Paint It, Pierce It or Plug It",2013,TV-14,Comedy,James Widdoes,English,USA,episode
II.,2014,TV-MA,"Adventure, Drama",Sam Miller,English,USA,episode
Broken,2013,TV-14,"Crime, Drama, Mystery",Larry Teng,English,USA,episode
Bath Salt Zombies,2013,Not Rated,Horror,Dustin Mills,English,USA,movie
History,2013,TV-14,"Crime, Drama, Mystery",James Whitmore Jr.,English,USA,episode
Lokhay,2013,TV-14,"Crime, Drama, Mystery",Diana Valentine,English,USA,episode
Goodbye Stranger,2013,TV-14,"Drama, Fantasy, Horror",Thomas J. Wright,English,USA,episode
Jaz,2013,Unrated,"Short, Music",Greg W. Locke,English,USA,movie
Andrew,2013,TV-MA,Comedy,Christopher Morris,English,USA,episode
Young Ones,2014,R,"Action, Drama, Sci-Fi",Jake Paltrow,English,USA,movie
Helsinki,2013,TV-MA,Comedy,Becky Martin,English,USA,episode
There's the Door,2013,TV-PG,Drama,Kevin Dowling,English,USA,episode
The Monster Isolation,2013,TV-14,Comedy,Mark Cendrowski,English,USA,episode
Invitation to an Inquest,2013,TV-14,"Crime, Drama, Mystery",Kevin Hooks,English,USA,episode
Death of a Client,2013,TV-14,"Crime, Drama, Mystery",Robert King,English,USA,episode
Target,2013,TV-PG,"Comedy, Crime, Drama",Bill Roe,English,USA,episode
Hunt,2013,TV-PG,"Comedy, Crime, Drama",Rob Bowman,English,USA,episode
Salvation,2013,TV-14,"Action, Adventure, Crime",Nick Copus,English,USA,episode
Red: Part One,2013,TV-14,"Crime, Drama, Mystery",Tony Wharmby,English,USA,episode
Funny Valentine,2013,TV-14,"Crime, Drama, Mystery",Jean de Segonzac,English,USA,episode
Red: Part One,2013,TV-14,"Crime, Drama, Mystery",Tony Wharmby,English,USA,episode
Taxi Driver,2013,TV-14,"Drama, Fantasy, Horror",Guy Norman Bee,English,USA,episode
The Necklace,2013,Not Rated,"Short, Drama, Thriller",A.R. Ogbu,English,USA,movie
The Chocolate Sundaes Comedy Show,2013,TV-MA,Comedy,Scott L. Montoya,English,USA,movie
The Gathering,2013,TV-14,"Crime, Drama, Mystery",Michael Lange,English,USA,episode
Episode #21.98,2013,TV-14,"Comedy, Music, Talk-Show",Liz Plonka,English,USA,episode
Episode #21.97,2013,TV-14,"Comedy, Music, Talk-Show",Liz Plonka,English,USA,episode
Twerk,2013,TV-MA,"Crime, Drama",Greg Yaitanes,English,USA,episode
I Know What You Did Last Summer,2013,TV-14,"Drama, Fantasy, Horror",Lance Anderson,English,USA,episode
I Think I'm Gonna Like It Here,2013,TV-14,"Drama, Fantasy, Horror",John F. Showalter,English,USA,episode
American Gothic,2013,TV-14,"Drama, Fantasy, Horror",Kellie Cyrus,English,USA,episode
Hidden Away,2013,TV-14,"Drama, Mystery, Thriller",Peter Sullivan,English,USA,movie
Dead of the Class,2013,TV-14,"Crime, Drama, Mystery",Alec Smight,English,USA,episode
Scared to Death,2013,TV-PG,"Comedy, Crime, Drama",Ron Underwood,English,USA,episode
Red: Part One,2013,TV-14,"Crime, Drama, Mystery",Tony Wharmby,English,USA,episode
A Mouth Is a Mouth,2013,TV-MA,"Crime, Drama",Allen Coulter,English,USA,episode
Na Ki'i,2013,TV-14,"Action, Crime, Drama",Duane Clark,English,USA,episode
Life of a King,2013,PG-13,Drama,Jake Goldberger,English,USA,movie
Detour,2013,TV-14,"Action, Comedy, Crime",Mario Van Peebles,English,USA,episode
The Contractual Obligation Implementation,2013,TV-14,Comedy,Mark Cendrowski,English,USA,episode
Ring and a Miss,2013,TV-14,Comedy,Todd Holland,English,USA,episode
Last Flight of the Champion,2013,PG,"Animation, Comedy, Family",E. Thomas Ewing,English,USA,movie
Episode #21.105,2013,TV-14,"Comedy, Music, Talk-Show",Liz Plonka,English,USA,episode
Sing Over Me,2014,Not Rated,"Documentary, Biography, Drama",Jacob Kindberg,English,USA,movie
Camping,2013,TV-PG,"Comedy, Romance",Chris Koch,English,USA,episode
Mo Purses Mo Money Mo Problems,2013,TV-PG,"Comedy, Romance",Jeffrey Walker,English,USA,episode
It Has Begun...,2013,TV-PG,Comedy,Chris Koch,English,USA,episode
"Advantage: Fat, Flying Baby",2013,TV-14,Comedy,James Widdoes,English,USA,episode
Throgwarten Middle School Mysteries,2013,TV-14,Comedy,James Widdoes,English,USA,episode
Wanted,2013,TV-14,"Crime, Drama, Mystery",Chris O'Donnell,English,USA,episode
Pilot,2014,TV-14,"Action, Sci-Fi",David Semel,English,USA,episode
The Fact in the Fiction,2013,TV-14,"Comedy, Crime, Drama",Dwight H. Little,English,USA,episode
The Ashtray,2013,TV-14,"Comedy, Drama, Romance",Pamela Fryman,English,USA,episode
The Fact in the Fiction,2013,TV-14,"Comedy, Crime, Drama",Dwight H. Little,English,USA,episode
Retribution,2013,TV-PG,"Drama, Mystery, Thriller",Helen Hunt,English,USA,episode
Prime Suspect,2013,TV-14,"Action, Comedy, Crime",James Whitmore Jr.,English,USA,episode
Hold Up,2013,Not Rated,"Short, Action, Crime",Lance Mokma,English,USA,movie
The Wild Rover,2013,TV-PG,"Comedy, Crime, Drama",Rob Hardy,English,USA,episode
Unfinished Business,2013,TV-14,"Action, Adventure, Crime",Michael Offer,English,USA,episode
Restoration,2013,TV-14,"Crime, Drama, Mystery",F�lix Enr�quez Alcal�,English,USA,episode
Jersey Shore Massacre,2014,R,"Comedy, Horror",Paul Tarnopol,English,USA,movie
The Remaining,2014,PG-13,"Horror, Thriller",Casey La Scala,English,USA,movie
The Love Boat,2013,TV-14,"Action, Adventure, Drama",Charles Beeson,English,USA,episode
World's Fastest Coaster,2013,TV-G,Reality-TV,Todd Boudreaux,English,USA,episode
